"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"RT8RMEH4","journalArticle","2020","Michael Coblenz; Jonathan Aldrich; Brad A. Myers; Joshua Sunshine","Can advanced type systems be usable? An empirical study of ownership, assets, and typestate in Obsidian","","","","10.1145/3428200","https://typeset.io/papers/can-advanced-type-systems-be-usable-an-empirical-study-of-mtopz4lpg3","Some blockchain programs (smart contracts) have included serious security vulnerabilities. Obsidian is a new typestate-oriented programming language that uses a strong type system to rule out some of these vulnerabilities. Although Obsidian was designed to promote usability to make it as easy as possible to write programs, strong type systems can cause a language to be difficult to use. In particular, ownership, typestate, and assets, which Obsidian uses to provide safety guarantees, have not seen broad adoption together in popular languages and result in significant usability challenges. We performed an empirical study with 20 participants comparing Obsidian to Solidity, which is the language most commonly used for writing smart contracts today. We observed that Obsidian participants were able to successfully complete more of the programming tasks than the Solidity participants. We also found that the Solidity participants commonly inserted asset-related bugs, which Obsidian detects at compile time.","2020-11-13","2023-11-27 10:27:56","2023-12-05 18:05:47","2023-11-27 10:27:56","1-28","","","4","","","Can advanced type systems be usable?","","","","","","","en","","","","","typeset.io","","Publisher: ACMPUB27New York, NY, USA","","C:\Users\DELL\Zotero\storage\SHAZFWYV\2020 - Can advanced type systems be usable An empirical .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SLWCQI6A","journalArticle","2023","","How Does Shortage of Health IT Professionals Impact on the Digital Health Transformation?","","","","10.3233/SHTI230003","https://typeset.io/papers/how-does-shortage-of-health-it-professionals-impact-on-the-161u6vk5","BACKGROUND The need for software suppliers to react swiftly to the plethora of application requests and constantly shifting market requirements is one of the major problems facing the health IT business in the context of digital health transformation. This can only be achieved when the necessary staff and resources are available. OBJECTIVES The objective of this work is to identify challenges health IT companies are confronted with related to personnel capacities and skilled workers. METHODS Using a questionnaire distributed through newsletters and social media among representatives of software companies and hospitals we collected information on current hurdles of health software providers and their strategies to overcome these in order to address the demands of the digital health transformation. RESULTS The main findings of the survey are that scarce resources in software development are among the reasons for not achieving strategic goals on time in the health IT sector and for not being able to react flexibly to market changes. A strategy to overcome missing expert knowledge and own resources without free capacity is to hire external resources. CONCLUSIONS With the ever-changing landscape of digital health, it is essential to have skilled workers with knowledge on the peculiarities of clinical workflows. The existing shortage of skilled workers leads to a reduction of innovative power in the health IT sector, potentially slowing down the digital health transformation.","2023-05-02","2023-11-27 10:40:27","2023-11-27 10:40:27","2023-11-27 10:40:27","6-11","","","301","","","","","","","","","","en","","","","","typeset.io","","","","C:\Users\DELL\Zotero\storage\BEHP2SR9\2023 - How Does Shortage of Health IT Professionals Impac.pdf; C:\Users\DELL\Zotero\storage\UJ3JSMG7\how-does-shortage-of-health-it-professionals-impact-on-the-161u6vk5.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HAUQ7HQT","journalArticle","2009","","Software Health Management: A Short Review of Challenges and Existing Techniques","","","","","https://typeset.io/papers/software-health-management-a-short-review-of-challenges-and-4i4dr9aaez","Modern spacecraft (as well as most other complex mechanisms like aircraft, automobiles, and chemical plants) rely more and more on software, to a point where software failures have caused severe accidents and loss of missions. Software failures during a manned mission can cause loss of life, so there are severe requirements to make the software as safe and reliable as possible. Typically, verification and validation (V&V) has the task of making sure that all software errors are found before the software is deployed and that it always conforms to the requirements. Experience, however, shows that this gold standard of error-free software cannot be reached in practice. Even if the software alone is free of glitches, its interoperation with the hardware (e.g., with sensors or actuators) can cause problems. Unexpected operational conditions or changes in the environment may ultimately cause a software system to fail. Is there a way to surmount this problem? In most modern aircraft and many automobiles, hardware such as central electrical, mechanical, and hydraulic components are monitored by IVHM (Integrated Vehicle Health Management) systems. These systems can recognize, isolate, and identify faults and failures, both those that already occurred as well as imminent ones. With the help of diagnostics and prognostics, appropriate mitigation strategies can be selected (replacement or repair, switch to redundant systems, etc.). In this short paper, we discuss some challenges and promising techniques for software health management (SWHM). In particular, we identify unique challenges for preventing software failure in systems which involve both software and hardware components. We then present our classifications of techniques related to SWHM. These classifications are performed based on dimensions of interest to both developers and users of the techniques, and hopefully provide a map for dealing with software faults and failures.","2009-07-21","2023-11-27 10:42:28","2023-11-27 10:42:28","2023-11-27 10:42:28","","","","","","","Software Health Management","","","","","","","en","","","","","typeset.io","","","","C:\Users\DELL\Zotero\storage\ZNZPM2FT\2009 - Software Health Management A Short Review of Chal.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GSZUU8Q3","journalArticle","2012","","Managing knowledge sharing in software development organizations","","","","","https://typeset.io/papers/managing-knowledge-sharing-in-software-development-306276n6yl","In the competitive world of business, more challenges than ever are putting higher pressure on enterprises to become more time-efficient, increase the quality of their offer, and at the same time k ...","2012-01-01","2023-11-27 10:47:56","2023-11-27 10:47:56","2023-11-27 10:47:56","","","","","","","","","","","","","","en","","","","","typeset.io","","","","C:\Users\DELL\Zotero\storage\XJPLSQH8\2012 - Managing knowledge sharing in software development.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KPEVJXJ5","conferencePaper","2004","","OnCall: defeating spikes with a free-market application cluster","","","","10.1109/ICAC.2004.1301364","https://typeset.io/papers/oncall-defeating-spikes-with-a-free-market-application-5bruwjqpqi","Even with reasonable overprovisioning, today's Internet application clusters are unable to handle major traffic spikes and flash crowds. As an alternative to fixed-size, dedicated clusters, we propose a dynamically-shared application cluster model based on virtual machines. The system is dubbed ""OnCall"" for the extra computing capacity that is always on call in case of traffic spikes. OnCall's approach to spike management relies on the use of an economically-efficient marketplace of cluster resources. OnCall works autonomically by allowing applications to trade computing capacity on a free market through the use of automated market policies; the appropriate applications are then automatically activated on the traded nodes. As demonstrated in our prototype implementation, OnCall allows applications to handle spikes while still maintaining inter-application performance isolation and providing useful resource guarantees to all applications on the cluster.","2004-05-17","2023-11-27 10:48:08","2023-11-27 10:48:08","2023-11-27 10:48:08","198-205","","","","","","OnCall","","","","","IEEE Computer Society","","en","","","","","typeset.io","","","","C:\Users\DELL\Zotero\storage\95IUF5HU\2004 - OnCall defeating spikes with a free-market applic.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","International Conference on Autonomic Computing","","","","","","","","","","","","","","",""
"MLJJH5JC","journalArticle","2020","","Owner challenges on major projects: The case of UK government","International Journal of Project Management","","0263-7863","10.1016/J.IJPROMAN.2020.03.001","https://typeset.io/papers/owner-challenges-on-major-projects-the-case-of-uk-government-rmkzm965bj","Many studies agree that owner organisations are important for successful project organising, but they tend to focus on particular aspects of project organising rather than providing a holistic analysis of owners as organisations. Our objective is to collect evidence of the full range of challenges public sector owners face in managing their major projects. After reviewing the literature on owner organisations, we carry out a case survey of 26 major projects to identify the principal challenges using a content analysis of UK National Audit Office Value for Money reports. Our original contribution is that the findings provide the first comprehensive picture of the full range of challenges of project organising faced by owner organisations. These findings push us theoretically to extend the scope of research in project organising to identify an extended core set of dynamic capabilities for project owner organizations to address these challenges.","2020-04-01","2023-11-27 10:48:15","2023-11-27 10:48:15","2023-11-27 10:48:15","177-187","","3","38","","","Owner challenges on major projects","","","","","","","en","","","","","typeset.io","","Publisher: Elsevier BV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2V9RWJXA","journalArticle","2023","Ulrike M. Graetsch; Hourieh Khalajzadeh; Mojtaba Shahin; Rashina Hoda; John Grundy","Dealing With Data Challenges When Delivering Data-Intensive Software Solutions","IEEE Transactions on Software Engineering","","0098-5589","10.1109/tse.2023.3291003","https://typeset.io/papers/dealing-with-data-challenges-when-delivering-data-intensive-2nsu1qax","The predicted increase in demand for data-intensive solution development is driving the need for software, data, and domain experts to effectively collaborate in multi-disciplinary data-intensive software teams (MDSTs). We conducted a socio-technical grounded theory study through interviews with 24 practitioners in MDSTs to better understand the challenges these teams face when delivering data-intensive software solutions. The interviews provided perspectives across different types of roles including domain, data and software experts, and covered different organisational levels from team members, team managers to executive leaders. We found that the key concern for these teams is dealing with data-related challenges. In this paper, we present a theory of dealing with data challenges that explains the <italic xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">challenges</i> faced by MDSTs including gaining access to data, aligning data, understanding data, and resolving data quality issues; the <italic xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">context</i> in and <italic xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">condition</i> under which these challenges occur, the <italic xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">causes</i> that lead to the challenges, and the related <italic xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">consequences</i> such as having to conduct remediation activities, inability to achieve expected outcomes and lack of trust in the delivered solutions. We also identified <italic xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">contingencies</i> or strategies applied to address the challenges including high-level strategic approaches such as implementing data governance, implementing new tools and techniques such as data quality visualisation and monitoring tools, as well as building stronger teams by focusing on people dynamics, communication skill development and cross-skilling. Our findings have direct implications for practitioners and researchers to better understand the landscape of data challenges and how to deal with them.","2023-01-01","2023-11-27 10:54:33","2023-12-05 18:08:03","2023-11-27 10:54:33","1-23","","","","","","","","","","","","","en","","","","","typeset.io","","Publisher: IEEE Transactions on Software Engineering","","C:\Users\DELL\Zotero\storage\XSE8H35N\dealing-with-data-challenges-when-delivering-data-intensive-2nsu1qax.html; C:\Users\DELL\Zotero\storage\FITNVCT4\2023 - Dealing With Data Challenges When Delivering Data-.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X6TZ4DBR","journalArticle","2021","","Analyzing and Evaluating Critical Challenges and Practices for Software Vendor Organizations to Secure Big Data on Cloud Computing: An AHP-Based Systematic Approach","IEEE Access","","2169-3536","10.1109/ACCESS.2021.3100287","https://typeset.io/papers/analyzing-and-evaluating-critical-challenges-and-practices-2jmo2mc920","Recently, its becomes easy to track down the data due to its availability in a large number. Although for data management, processing, and obtainability, cloud computing is considered a well-known approach for organizational development on the internet. Despite many advantages, cloud computing has still numerous security challenges that can affect the big-data usage on cloud computing. To find the security issues/challenges that are faced by software vendors’ organizations we conducted a systematic literature review (SLR) through which we have find out 103 relevant research publications by developing a search string that is inspired by the research questions. This relevant data was comprised from different databases e.g. Google Scholar, IEEE Explore, ScienceDirect, ACM Digital Library, and SpringerLink. Furthermore, for the detailed literature review, we have accomplished all the steps in SLR, for example, development of SLR protocol, Initials and final assortment of the relevant data, data extraction, data quality assessment, and data synthesis. We identified fifteen (15) critical security challenges which are: data secrecy, geographical data location, unauthorized data access, lack of control, lack of data management, network-level issues, data integrity, data recovery, lack of trust, data sharing, data availability, asset issues, legal amenabilities, lack of quality, and lack of consistency. Furthermore, sixty four (64) standard practices are identified for these critical security challenges using the proposed SLR that could help vendor organizations to overcome the security challenges for big data. The findings of our research study demonstrate the resemblances and divergences in the identified security challenges in different periods, continents, databases, and methods. The proposed SLR will also support software vendor organizations for securing big data on the cloud computing platforms. This paper has the following content: in Section II , we have describe the Literature review; in Section III , research methodology is specified; in Section IV , the findings of the SLR and the analysis of result are discussed; in Section V , the limitations of this research are given; in Section VI , we discussed our conclusions and future work.","2021-07-26","2023-11-27 10:55:32","2023-11-27 10:55:32","2023-11-27 10:55:32","107309-107332","","","9","","","Analyzing and Evaluating Critical Challenges and Practices for Software Vendor Organizations to Secure Big Data on Cloud Computing","","","","","","","en","","","","","typeset.io","","Publisher: Institute of Electrical and Electronics Engineers (IEEE)","","C:\Users\DELL\Zotero\storage\RK6FCLWF\2021 - Analyzing and Evaluating Critical Challenges and P.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3XVDQX3A","webpage","","","Hey, here’s an invite to Jenni the AI writing tool I have been telling you about","","","","","https://app.jenni.ai/","Supercharge your writing with the most advanced AI writing assistant.","","2023-11-28 21:50:26","2023-11-28 21:50:26","2023-11-28 21:50:26","","","","","","","","","","","","","","en","","","","","","","","","C:\Users\DELL\Zotero\storage\47FBKMEK\RbLIFUL5D8UAXU5SVz12.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EV76Q3M2","journalArticle","2021","Alfonso, Iván; Garcés, Kelly; Castro, Harold; Cabot, Jordi","Self-adaptive architectures in IoT systems: a systematic literature review","Journal of Internet Services and Applications","","","10.1186/s13174-021-00145-8","https://doi.org/10.1186/s13174-021-00145-8","Over the past few years, the relevance of the Internet of Things (IoT) has grown significantly and is now a key component of many industrial processes and even a transparent participant in various activities performed in our daily life. IoT systems are subjected to changes in the dynamic environments they operate in. These changes (e.g. variations in bandwidth consumption or new devices joining/leaving) may impact the Quality of Service (QoS) of the IoT system. A number of self-adaptation strategies for IoT architectures to better deal with these changes have been proposed in the literature. Nevertheless, they focus on isolated types of changes. We lack a comprehensive view of the trade-offs of each proposal and how they could be combined to cope with simultaneous events of different types.In this paper, we identify, analyze, and interpret relevant studies related to IoT adaptation and develop a comprehensive and holistic view of the interplay of different dynamic events, their consequences on QoS, and the alternatives for the adaptation. To do so, we have conducted a systematic literature review of existing scientific proposals and defined a research agenda for the near future based on the findings and weaknesses identified in the literature.","2021","2023-11-28 21:51:20","2023-11-28 21:51:20","2023-11-28 21:51:20","","","1","12","","","Self-adaptive architectures in IoT systems","","","","","","","en","","","","","scite.ai","","","","C:\Users\DELL\Zotero\storage\RELQF2SD\Alfonso et al. - 2021 - Self-adaptive architectures in IoT systems a syst.pdf; C:\Users\DELL\Zotero\storage\6Q6T9H6M\self-adaptive-architectures-in-iot-systems-pnWEvNOQ.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q3K8AWS8","journalArticle","2015","Shin, Woo Jong","An Introduction of the Systematic Review and Meta-Analysis","Hanyang Medical Reviews","","","10.7599/hmr.2015.35.1.9","https://synapse.koreamed.org/articles/1044257","","2015-02-26","2023-11-28 21:58:16","2023-11-28 21:58:16","2023-11-28 21:58:16","9-17","","1","35","","Hanyang Med Rev","","","","","","","","","","","","","synapse.koreamed.org","","Publisher: Hanyang University School of Medicine","","C:\Users\DELL\Zotero\storage\3FWKGESR\Shin - 2015 - An Introduction of the Systematic Review and Meta-.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VH5A9PMI","journalArticle","2017","Rao, Goutham; Lopez-Jimenez, Francisco; Boyd, Jack; D’Amico, Frank; Durant, Nefertiti H.; Hlatky, Mark A.; Howard, George; Kirley, Katherine; Masi, Christopher; Powell-Wiley, Tiffany M.; Solomonides, Anthony E.; West, Colin P.; Wessel, Jennifer","Methodological Standards for Meta-Analyses and Qualitative Systematic Reviews of Cardiac Prevention and Treatment Studies: A Scientific Statement From the American Heart Association","Circulation","","0009-7322, 1524-4539","10.1161/CIR.0000000000000523","https://www.ahajournals.org/doi/10.1161/CIR.0000000000000523","Meta-analyses are becoming increasingly popular, especially in the fields of cardiovascular disease prevention and treatment. They are often considered to be a reliable source of evidence for making healthcare decisions. Unfortunately, problems among meta-analyses such as the misapplication and misinterpretation of statistical methods and tests are long-standing and widespread. The purposes of this statement are to review key steps in the development of a meta-analysis and to provide recommendations that will be useful for carrying out meta-analyses and for readers and journal editors, who must interpret the findings and gauge methodological quality. To make the statement practical and accessible, detailed descriptions of statistical methods have been omitted. Based on a survey of cardiovascular meta-analyses, published literature on methodology, expert consultation, and consensus among the writing group, key recommendations are provided. Recommendations reinforce several current practices, including protocol registration; comprehensive search strategies; methods for data extraction and abstraction; methods for identifying, measuring, and dealing with heterogeneity; and statistical methods for pooling results. Other practices should be discontinued, including the use of levels of evidence and evidence hierarchies to gauge the value and impact of different study designs (including meta-analyses) and the use of structured tools to assess the quality of studies to be included in a meta-analysis. We also recommend choosing a pooling model for conventional meta-analyses (fixed effect or random effects) on the basis of clinical and methodological similarities among studies to be included, rather than the results of a test for statistical heterogeneity.","2017-09-05","2023-11-28 21:59:01","2023-11-28 21:59:01","2023-11-28 21:59:01","","","10","136","","Circulation","Methodological Standards for Meta-Analyses and Qualitative Systematic Reviews of Cardiac Prevention and Treatment Studies","","","","","","","en","","","","","Semantic Scholar","","","","","https://www.semanticscholar.org/paper/Methodological-Standards-for-Meta-Analyses-and-of-A-Rao-Lopez%E2%80%90Jimenez/1125fa918212bff9ba8ab390bb43dff62bb2a624","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DTZNRPBJ","journalArticle","2018","Delgado-Rodríguez, M.; Sillero-Arenas, M.","Systematic review and meta-analysis","Medicina Intensiva","","02105691","10.1016/j.medin.2017.10.003","https://linkinghub.elsevier.com/retrieve/pii/S0210569117302942","Semantic Scholar extracted view of ""Systematic review and meta-analysis."" by M. Delgado-Rodríguez et al.","2018-10","2023-11-28 21:59:40","2023-11-28 21:59:40","2023-11-28 21:59:40","444-453","","7","42","","Medicina Intensiva","","","","","","","","en","","","","","Semantic Scholar","","","","","https://www.semanticscholar.org/paper/Systematic-review-and-meta-analysis.-Delgado-Rodr%C3%ADguez-Sillero-arenas/094d6668b3bd1a12f94b2c8486423d89051e4f5a","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I8FGVID3","journalArticle","2017","Rao, Goutham; Lopez-Jimenez, Francisco; Boyd, Jack; D’Amico, Frank; Durant, Nefertiti H.; Hlatky, Mark A.; Howard, George; Kirley, Katherine; Masi, Christopher; Powell-Wiley, Tiffany M.; Solomonides, Anthony E.; West, Colin P.; Wessel, Jennifer","Methodological Standards for Meta-Analyses and Qualitative Systematic Reviews of Cardiac Prevention and Treatment Studies: A Scientific Statement From the American Heart Association","Circulation","","","10.1161/CIR.0000000000000523","https://www.ahajournals.org/doi/10.1161/CIR.0000000000000523","Meta-analyses are becoming increasingly popular, especially in the fields of cardiovascular disease prevention and treatment. They are often considered to be a reliable source of evidence for making healthcare decisions. Unfortunately, problems among meta-analyses such as the misapplication and misinterpretation of statistical methods and tests are long-standing and widespread. The purposes of this statement are to review key steps in the development of a meta-analysis and to provide recommendations that will be useful for carrying out meta-analyses and for readers and journal editors, who must interpret the findings and gauge methodological quality. To make the statement practical and accessible, detailed descriptions of statistical methods have been omitted. Based on a survey of cardiovascular meta-analyses, published literature on methodology, expert consultation, and consensus among the writing group, key recommendations are provided. Recommendations reinforce several current practices, including protocol registration; comprehensive search strategies; methods for data extraction and abstraction; methods for identifying, measuring, and dealing with heterogeneity; and statistical methods for pooling results. Other practices should be discontinued, including the use of levels of evidence and evidence hierarchies to gauge the value and impact of different study designs (including meta-analyses) and the use of structured tools to assess the quality of studies to be included in a meta-analysis. We also recommend choosing a pooling model for conventional meta-analyses (fixed effect or random effects) on the basis of clinical and methodological similarities among studies to be included, rather than the results of a test for statistical heterogeneity.","2017-09-05","2023-11-28 22:23:30","2023-11-28 22:23:30","2023-11-28 22:23:30","e172-e194","","10","136","","","Methodological Standards for Meta-Analyses and Qualitative Systematic Reviews of Cardiac Prevention and Treatment Studies","","","","","","","","","","","","ahajournals.org (Atypon)","","Publisher: American Heart Association","","C:\Users\DELL\Zotero\storage\A9HBIL5C\Rao et al. - 2017 - Methodological Standards for Meta-Analyses and Qua.pdf","","","AHA Scientific Statements; meta-analysis as topic; methodology, research; prevention and control; review; standards; therapeutics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SMRNKGUV","journalArticle","2021","Scoresby, Kristel J.; Strand, Elizabeth B.; Ng, Zenithson; Brown, Kathleen C.; Stilz, Charles Robert; Strobel, Kristen; Barroso, Cristina S.; Souza, Marcy","Pet Ownership and Quality of Life: A Systematic Review of the Literature","Veterinary Sciences","","2306-7381","10.3390/vetsci8120332","https://www.mdpi.com/2306-7381/8/12/332","Pet ownership is the most common form of human–animal interaction, and anecdotally, pet ownership can lead to improved physical and mental health for owners. However, scant research is available validating these claims. This study aimed to review the recent peer reviewed literature to better describe the body of knowledge surrounding the relationship between pet ownership and mental health. A literature search was conducted in May 2020 using two databases to identify articles that met inclusion/exclusion criteria. After title review, abstract review, and then full article review, 54 articles were included in the ﬁnal analysis. Of the 54 studies, 18 were conducted in the general population, 15 were conducted in an older adult population, eight were conducted in children and adolescents, nine focused on people with chronic disease, and four examined a speciﬁc unique population. Forty-one of the studies were cross-sectional, 11 were prospective longitudinal cohorts, and two were other study designs. For each of the articles, the impact of pet ownership on the mental health of owners was divided into four categories: positive impact (n = 17), mixed impact (n = 19), no impact (n = 13), and negative impact (n = 5). Among the reviewed articles, there was much variation in population studied and study design, and these differences make direct comparison challenging. However, when focusing on the impact of pet ownership on mental health, the results were variable and not wholly supportive of the beneﬁt of pets on mental health. Future research should use more consistent methods across broader populations and the development of a pet-ownership survey module for use in broad, population surveys would afford a better description of the true relationship of pet ownership and mental health.","2021-12-16","2023-11-28 22:24:34","2023-11-28 22:24:35","2023-11-28 22:24:34","332","","12","8","","Veterinary Sciences","Pet Ownership and Quality of Life","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\DELL\Downloads\Thesis Project\OLA\SLR sample 2.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8Q9DGC32","journalArticle","2015","Sodergren, Samantha C.; Vassiliou, Vassilios; Dennis, Kristopher; Tomaszewski, Krzysztof A.; Gilbert, Alexandra; Glynne-Jones, Robert; Nugent, Karen; Sebag-Montefiore, David; Johnson, Colin D.","Systematic review of the quality of life issues associated with anal cancer and its treatment with radiochemotherapy","Supportive Care in Cancer","","0941-4355, 1433-7339","10.1007/s00520-015-2879-2","http://link.springer.com/10.1007/s00520-015-2879-2","Purpose Radiochemotherapy is the standard of care for the treatment of anal carcinoma achieving good loco-regional control and sphincter preservation. This approach is however associated with acute and late toxicities including haematological, skin, bowel function and genito-urinary complications. This paper systematically reviews studies addressing the quality of life (QoL) implications of anal cancer and radiochemotherapy. The paper also evaluates how QoL is assessed in anal cancer. Methods Medline, EMBASE, CINAHL, PsycInfo, Web of Science and the Cochrane Library were searched for publications (1996-2014) reporting the effects on patients of anal cancer and radiochemotherapy. Results Of the 152 papers reporting treatment-related effects on patients, only 11 provided a formal assessment of QoL. In the absence of an anal cancer specific measure, QoL was assessed using generic cancer instruments such as the core EORTC quality of life questionnaire (EORTC QLQC30) or colorectal cancer tools such as the EORTC QLQ-CR29. Bowel function, particularly diarrhoea, and sexual problems were the most commonly reported QoL concerns. The review of QoL issues of anal cancer patients treated with radiochemotherapy is limited by the QoL assessment measures used. It is argued that certain treatment-related toxicities, for example skin-induced radiation problems are overlooked or inadequately represented in existing measures. Conclusions This review emphasises the need to develop an anal cancer specific QoL measure and to incorporate QoL as an outcome of future trials in anal cancer. The results of this review are informative to clinicians and patients in terms of treatment decision making.","2015-12","2023-11-28 22:24:38","2024-07-24 15:46:20","2023-11-28 22:24:38","3613-3623","","12","23","","Support Care Cancer","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\DELL\Downloads\Thesis Project\OLA\SLR sample.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7DD8SRZQ","conferencePaper","2019","Ristanti, Putri Yuni; Wibawa, Aji Prasetya; Pujianto, Utomo","Cosine Similarity for Title and Abstract of Economic Journal Classification","2019 5th International Conference on Science in Information Technology (ICSITech)","","","10.1109/ICSITech46713.2019.8987547","https://ieeexplore.ieee.org/abstract/document/8987547","The main factor in article publications is the accuracy of their content for journals. However, a lot of authors are still confused about the right topic. Therefore, there is a need for text mining classification system to simplify the classification process. This system used the Vector Space Model Approach to represent terms in spatial dimensions, with its advantage of working efficiently. The Cosine Similarity Method was used to calculate the similarities between the two documents. The advantage of this method is that, it is not affected by the length of the document, but rather by the value of each document's terms and its low error rate. Based on the performance testing of this method application using the K-Fold Cross Validation technique, with testing of 6 fold for each data randomization set 6 times, against 126 instances of economic article journals, the average accuracy results were 57,79%, precision was 57,79%, and recall was 62,96%. It can be concluded that cosine similarity can classify articles based on titles and abstracts.","2019-10","2023-11-29 19:53:28","2023-11-29 19:53:28","2023-11-29 19:53:24","123-127","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2019 5th International Conference on Science in Information Technology (ICSITech)","","","","","","","","","","","","","","",""
"GKQ63P5E","journalArticle","2020","Park, Kwangil; Hong, June Seok; Kim, Wooju","A Methodology Combining Cosine Similarity with Classifier for Text Classification","Applied Artificial Intelligence","","0883-9514","10.1080/08839514.2020.1723868","https://doi.org/10.1080/08839514.2020.1723868","Text Classification has received significant attention in recent years because of the proliferation of digital documents and is widely used in various applications such as filtering and recommendation. Consequently, many approaches, including those based on statistical theory, machine learning, and classifier performance improvement, have been proposed for improving text classification performance. Among these approaches, centroid-based classifier, multinomial naïve bayesian (MNB), support vector machines (SVM), convolutional neural network (CNN) are commonly used. In this paper, we introduce a cosine similarity-based methodology for improving performance. The methodology combines cosine similarity (between a test document and fixed categories) with conventional classifiers such as MNB, SVM, and CNN to improve the accuracy of the classifiers, and then we call the conventional classifiers with cosine similarity as enhanced classifiers. We applied the enhanced classifiers to famous datasets – 20NG, R8, R52, Cade12, and WebKB – and evaluated the performance of the enhanced classifiers in terms of the confusion matrix’s accuracy; we obtained outstanding results in that the enhanced classifiers show significant increases in accuracy. Moreover, through experiments, we identified which of two considered knowledge representation techniques (word count and term frequency-inverse document frequency (TFIDF)) is more suitable in terms of classifier performance.","2020-04-15","2023-11-29 19:58:44","2023-11-29 19:58:44","2023-11-29 19:58:44","396-411","","5","34","","","","","","","","","","","","","","","Taylor and Francis+NEJM","","Publisher: Taylor & Francis _eprint: https://doi.org/10.1080/08839514.2020.1723868","","C:\Users\DELL\Zotero\storage\J7S96F74\Park et al. - 2020 - A Methodology Combining Cosine Similarity with Cla.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
